    0.14628E+03   -0.17277E+02    0.24813E+01    0.39467E+00
    0.28526E+03   -0.29233E+02    0.11510E+01    0.61071E-01
    0.43583E+02   -0.29559E+02    0.92001E+00   -0.36209E-01
   -0.24366E+02   -0.82781E+02    0.43167E+00   -0.36485E+00
    0.26213E+03   -0.23754E+03    0.93813E+00   -0.27738E-01
   -0.14977E+02   -0.89177E+01    0.76342E+00   -0.11724E+00
    0.85976E+02   -0.71599E+02    0.65545E+00   -0.18346E+00
    0.44786E+03   -0.43059E+02    0.11456E+01    0.59016E-01
    0.29302E+03   -0.26329E+02    0.11448E+01    0.58744E-01
    0.68818E+02   -0.20223E+02    0.18042E+01    0.25629E+00
    0.26092E+03   -0.21790E+03    0.94369E+00   -0.25173E-01
    0.14921E+03   -0.52797E+02    0.13722E+01    0.13741E+00
    0.80814E+02   -0.70256E+02    0.61493E+00   -0.21117E+00
   -0.10361E+02   -0.45187E+02    0.37836E+00   -0.42210E+00
    0.68886E+02   -0.17031E+02    0.33565E+01    0.52589E+00
    0.17073E+03   -0.14204E+02    0.17142E+01    0.23405E+00
    0.15022E+03   -0.58189E+02    0.12737E+01    0.10505E+00
    0.18148E+02   -0.42030E+02    0.64938E+00   -0.18750E+00
   -0.50510E+03   -0.59006E+02    0.42917E+00   -0.36737E+00
    0.36019E+03   -0.33392E+03    0.10217E+01    0.93161E-02
    0.81229E+02   -0.21037E+02    0.58633E+00   -0.23186E+00
    0.73613E+02   -0.35092E+02    0.55079E+00   -0.25902E+00
    0.38137E+03   -0.31494E+03    0.10445E+01    0.18922E-01
    0.27581E+03   -0.86073E+02    0.10957E+01    0.39693E-01
    0.12052E+03   -0.24594E+03    0.73756E+00   -0.13220E+00
   -0.14668E+02   -0.54436E+01    0.81306E+00   -0.89877E-01
   -0.50617E+03   -0.17648E+03    0.43357E+00   -0.36294E+00
    0.18631E+03   -0.27696E+03    0.83120E+00   -0.80296E-01
    0.82904E+02   -0.20899E+02    0.54738E+00   -0.26171E+00
    0.99277E+02   -0.59275E+02    0.77765E+00   -0.10921E+00
   -0.15376E+02   -0.77725E+01    0.75972E+00   -0.11935E+00
   -0.15415E+03   -0.82058E+02    0.42465E+00   -0.37197E+00
   -0.64918E+02   -0.24479E+02    0.36439E+00   -0.43844E+00
    0.74087E+02   -0.81280E+02    0.60524E+00   -0.21808E+00
    0.26624E+03   -0.79662E+02    0.11105E+01    0.45521E-01
    0.73627E+02   -0.37902E+02    0.53468E+00   -0.27190E+00
    0.94849E+02   -0.19051E+02    0.11259E+01    0.51516E-01
    0.79168E+02   -0.18320E+03    0.67780E+00   -0.16890E+00
   -0.35294E+02   -0.10374E+03    0.45017E+00   -0.34662E+00
   -0.14388E+03   -0.75532E+02    0.42006E+00   -0.37669E+00
    0.53950E+02   -0.22302E+02    0.14105E+01    0.14937E+00
    0.14852E+02   -0.14488E+02    0.17413E+02    0.12409E+01
    0.65868E+02   -0.17455E+02    0.38963E+01    0.59066E+00
    0.62664E+02   -0.22335E+02    0.15112E+01    0.17931E+00
    0.62929E+02   -0.20827E+02    0.20969E+01    0.32157E+00
    0.40536E+02   -0.16334E+02    0.11883E+02    0.10749E+01
    0.13917E+02   -0.15068E+02    0.93372E+01    0.97022E+00
    0.93632E+02   -0.19561E+03    0.70571E+00   -0.15137E+00
    0.82142E+02   -0.30817E+02    0.52883E+00   -0.27669E+00
   -0.66044E+02   -0.18555E+03    0.49336E+00   -0.30684E+00
    0.59832E+03   -0.27444E+03    0.11394E+01    0.56668E-01
    0.76389E+02   -0.31193E+02    0.57419E+00   -0.24094E+00
    0.76011E+02   -0.17438E+02    0.12886E+01    0.11012E+00
    0.13313E+03   -0.63191E+02    0.11540E+01    0.62201E-01
   -0.12602E+03   -0.86319E+02    0.42223E+00   -0.37445E+00
    0.13901E+03   -0.17192E+02    0.32672E+01    0.51417E+00
    0.67524E+02   -0.83219E+02    0.58246E+00   -0.23473E+00
   -0.14210E+02   -0.47295E+02    0.37261E+00   -0.42874E+00
    0.18018E+03   -0.37987E+02    0.14187E+01    0.15188E+00
    0.52602E+02   -0.23164E+02    0.12098E+01    0.82711E-01
    0.22440E+03   -0.17181E+03    0.94249E+00   -0.25725E-01
    0.92505E+02   -0.20311E+02    0.74959E+00   -0.12517E+00
    0.26135E+02   -0.35111E+02    0.10472E+01    0.20026E-01
    0.69792E+02   -0.19194E+02    0.20148E+01    0.30424E+00
    0.58679E+03   -0.98964E+02    0.11465E+01    0.59377E-01
    0.14674E+03   -0.20318E+02    0.23273E+01    0.36685E+00
   -0.13271E+03   -0.77175E+02    0.41884E+00   -0.37795E+00
   -0.35642E+02   -0.64084E+01    0.39092E+00   -0.40791E+00
    0.56974E+03   -0.84470E+02    0.11480E+01    0.59947E-01
   -0.43740E+01   -0.23282E+02    0.47047E+00   -0.32747E+00
    0.13625E+03   -0.73943E+01    0.45532E+01    0.65832E+00
    0.51953E+02   -0.36362E+02    0.56386E+00   -0.24883E+00
    0.23495E+02   -0.82631E+02    0.51320E+00   -0.28972E+00
   -0.36329E+03   -0.95945E+02    0.43284E+00   -0.36368E+00
    0.35857E+02   -0.15755E+02    0.25345E+02    0.14039E+01
    0.10854E+03   -0.18743E+03    0.73573E+00   -0.13328E+00
    0.18137E+03   -0.44196E+02    0.13544E+01    0.13174E+00
