    0.14628E+03   -0.17277E+02    0.13432E+04    0.31281E+01
    0.28526E+03   -0.29233E+02    0.13985E+04    0.31457E+01
    0.43583E+02   -0.29559E+02    0.83856E+03    0.29235E+01
   -0.24366E+02   -0.82781E+02    0.13923E+04    0.31437E+01
    0.26213E+03   -0.23754E+03    0.13982E+04    0.31456E+01
   -0.14977E+02   -0.89177E+01    0.13802E+04    0.31399E+01
    0.85976E+02   -0.71599E+02    0.13806E+04    0.31401E+01
    0.44786E+03   -0.43059E+02    0.13990E+04    0.31458E+01
    0.29302E+03   -0.26329E+02    0.13982E+04    0.31456E+01
    0.68818E+02   -0.20223E+02    0.42723E+01    0.63066E+00
    0.26092E+03   -0.21790E+03    0.13980E+04    0.31455E+01
    0.14921E+03   -0.52797E+02    0.13662E+04    0.31355E+01
    0.80814E+02   -0.70256E+02    0.13774E+04    0.31391E+01
   -0.10361E+02   -0.45187E+02    0.13618E+04    0.31341E+01
    0.68886E+02   -0.17031E+02    0.44480E+01    0.64817E+00
    0.17073E+03   -0.14204E+02    0.13841E+04    0.31412E+01
    0.15022E+03   -0.58189E+02    0.13694E+04    0.31365E+01
    0.18148E+02   -0.42030E+02    0.13571E+04    0.31326E+01
   -0.50510E+03   -0.59006E+02    0.13998E+04    0.31461E+01
    0.36019E+03   -0.33392E+03    0.13979E+04    0.31455E+01
    0.81229E+02   -0.21037E+02    0.48883E+03    0.26892E+01
    0.73613E+02   -0.35092E+02    0.13601E+04    0.31336E+01
    0.38137E+03   -0.31494E+03    0.13982E+04    0.31456E+01
    0.27581E+03   -0.86073E+02    0.13974E+04    0.31453E+01
    0.12052E+03   -0.24594E+03    0.13968E+04    0.31451E+01
   -0.14668E+02   -0.54436E+01    0.13644E+04    0.31349E+01
   -0.50617E+03   -0.17648E+03    0.13997E+04    0.31460E+01
    0.18631E+03   -0.27696E+03    0.13984E+04    0.31456E+01
    0.82904E+02   -0.20899E+02    0.47085E+03    0.26729E+01
    0.99277E+02   -0.59275E+02    0.13661E+04    0.31355E+01
   -0.15376E+02   -0.77725E+01    0.13751E+04    0.31383E+01
   -0.15415E+03   -0.82058E+02    0.13993E+04    0.31459E+01
   -0.64918E+02   -0.24479E+02    0.13945E+04    0.31444E+01
    0.74087E+02   -0.81280E+02    0.13802E+04    0.31399E+01
    0.26624E+03   -0.79662E+02    0.13973E+04    0.31453E+01
    0.73627E+02   -0.37902E+02    0.13665E+04    0.31356E+01
    0.94849E+02   -0.19051E+02    0.85856E+03    0.29338E+01
    0.79168E+02   -0.18320E+03    0.13961E+04    0.31449E+01
   -0.35294E+02   -0.10374E+03    0.13952E+04    0.31446E+01
   -0.14388E+03   -0.75532E+02    0.13992E+04    0.31459E+01
    0.53950E+02   -0.22302E+02    0.89132E+00   -0.49968E-01
    0.14852E+02   -0.14488E+02    0.49536E+03    0.26949E+01
    0.65868E+02   -0.17455E+02    0.53465E+03    0.27281E+01
    0.62664E+02   -0.22335E+02    0.64374E-01   -0.11913E+01
    0.62929E+02   -0.20827E+02    0.97113E+03    0.29873E+01
    0.40536E+02   -0.16334E+02    0.16173E+03    0.22088E+01
    0.13917E+02   -0.15068E+02    0.28555E+03    0.24557E+01
    0.93632E+02   -0.19561E+03    0.13960E+04    0.31449E+01
    0.82142E+02   -0.30817E+02    0.13473E+04    0.31295E+01
   -0.66044E+02   -0.18555E+03    0.13984E+04    0.31456E+01
    0.59832E+03   -0.27444E+03    0.13987E+04    0.31457E+01
    0.76389E+02   -0.31193E+02    0.13523E+04    0.31311E+01
    0.76011E+02   -0.17438E+02    0.18504E+03    0.22673E+01
    0.13313E+03   -0.63191E+02    0.13525E+04    0.31311E+01
   -0.12602E+03   -0.86319E+02    0.13986E+04    0.31457E+01
    0.13901E+03   -0.17192E+02    0.13124E+04    0.31181E+01
    0.67524E+02   -0.83219E+02    0.13888E+04    0.31427E+01
