    0.14628E+03   -0.17277E+02    0.18658E-05   -0.57291E+01
    0.28526E+03   -0.29233E+02    0.18451E-07   -0.77340E+01
    0.43583E+02   -0.29559E+02    0.23260E-02   -0.26334E+01
   -0.24366E+02   -0.82781E+02    0.10342E-04   -0.49854E+01
    0.26213E+03   -0.23754E+03    0.10170E-06   -0.69927E+01
   -0.14977E+02   -0.89177E+01    0.31310E-05   -0.55043E+01
    0.85976E+02   -0.71599E+02    0.42631E-04   -0.43703E+01
    0.44786E+03   -0.43059E+02    0.30338E-07   -0.75180E+01
    0.29302E+03   -0.26329E+02    0.31837E-07   -0.74971E+01
    0.68818E+02   -0.20223E+02    0.56509E-02   -0.22479E+01
    0.26092E+03   -0.21790E+03    0.10007E-06   -0.69997E+01
    0.14921E+03   -0.52797E+02    0.23038E-05   -0.56376E+01
    0.80814E+02   -0.70256E+02    0.49444E-04   -0.43059E+01
   -0.10361E+02   -0.45187E+02    0.25947E-03   -0.35859E+01
    0.68886E+02   -0.17031E+02    0.52995E-02   -0.22758E+01
    0.17073E+03   -0.14204E+02    0.22100E-06   -0.66556E+01
    0.15022E+03   -0.58189E+02    0.36974E-05   -0.54321E+01
    0.18148E+02   -0.42030E+02    0.45910E-03   -0.33381E+01
   -0.50510E+03   -0.59006E+02    0.63461E-09   -0.91975E+01
    0.36019E+03   -0.33392E+03    0.16602E-06   -0.67798E+01
    0.81229E+02   -0.21037E+02    0.29136E-02   -0.25356E+01
    0.73613E+02   -0.35092E+02    0.61922E-03   -0.32082E+01
    0.38137E+03   -0.31494E+03    0.12779E-06   -0.68935E+01
    0.27581E+03   -0.86073E+02    0.87828E-07   -0.70564E+01
    0.12052E+03   -0.24594E+03    0.22896E-06   -0.66402E+01
   -0.14668E+02   -0.54436E+01    0.88800E-05   -0.50516E+01
   -0.50617E+03   -0.17648E+03    0.89548E-09   -0.90479E+01
    0.18631E+03   -0.27696E+03    0.45058E-07   -0.73462E+01
    0.82904E+02   -0.20899E+02    0.49741E-02   -0.23033E+01
    0.99277E+02   -0.59275E+02    0.29106E-04   -0.45360E+01
   -0.15376E+02   -0.77725E+01    0.59778E-05   -0.52235E+01
   -0.15415E+03   -0.82058E+02    0.12266E-06   -0.69113E+01
   -0.64918E+02   -0.24479E+02    0.28692E-05   -0.55422E+01
    0.74087E+02   -0.81280E+02    0.40684E-04   -0.43906E+01
    0.26624E+03   -0.79662E+02    0.68087E-07   -0.71669E+01
    0.73627E+02   -0.37902E+02    0.43987E-03   -0.33567E+01
    0.94849E+02   -0.19051E+02    0.44555E-02   -0.23511E+01
    0.79168E+02   -0.18320E+03    0.58979E-06   -0.62293E+01
   -0.35294E+02   -0.10374E+03    0.33912E-05   -0.54696E+01
   -0.14388E+03   -0.75532E+02    0.13606E-06   -0.68663E+01
    0.53950E+02   -0.22302E+02    0.51757E-02   -0.22860E+01
